Chromosome,UniqueID,Gene Symbol,Sum of Exon Length of Gene,CD33Low_A,CD33Low_B,EpiDC_A,EpiDC_B,EpiDC_C,LCs_A,LCs_B,LCs_C,cDC2_A,cDC2_B,cDC2Lang_A,cDC2_C,cDC2Lang_B,cDC2Lang_C,cDC1_A,cDC1_B2,cDC1_C,MDDC_A,MDDC_B,MDDC_C,MDM_A,MDM_B,MDM_C,Mf_A,Mf_B,Mf_C
chr5,PCDH1_18239,PCDH1,5345,10.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,35.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0
chr5,PCDH12_18240,PCDH12,5182,0.0,0.0,0.0,9.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,187.0,282.0,0.0,32.0,995.0,552.0
chr5,PCDHA1_18241,PCDHA1,5436,1.0,0.0,0.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA10_18242,PCDHA10,5401,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,83.0,11.0,24.0
chr5,PCDHA11_18243,PCDHA11,6157,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA12_18244,PCDHA12,5372,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,38.0
chr5,PCDHA13_18245,PCDHA13,5293,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA2_18246,PCDHA2,5485,4.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA3_18247,PCDHA3,5341,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA4_18248,PCDHA4,5364,1.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA5_18249,PCDHA5,5317,1.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA6_18250,PCDHA6,5305,2.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA7_18251,PCDHA7,5236,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA8_18252,PCDHA8,5311,8.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHA9_18253,PCDHA9,9254,145.0,49.0,175.0,61.0,93.0,180.0,142.0,168.0,114.0,156.0,82.0,92.0,102.0,84.0,59.0,158.0,124.0,91.0,195.0,242.0,129.0,230.0,223.0,385.0,233.0,291.0
chr5,PCDHAC1_18254,PCDHAC1,5950,1.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,11.0,24.0
chr5,PCDHAC2_18255,PCDHAC2,6036,1.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,11.0,47.0
chr5,PCDHB1_18256,PCDHB1,2534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB10_18257,PCDHB10,3262,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB11_18258,PCDHB11,3271,7.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,180.0,1.0,11.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0
chr5,PCDHB12_18259,PCDHB12,3408,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB13_18260,PCDHB13,3485,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
chr5,PCDHB14_18261,PCDHB14,2783,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB15_18262,PCDHB15,2655,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB16_18263,PCDHB16,4817,39.0,4.0,38.0,12.0,6.0,31.0,22.0,26.0,22.0,16.0,14.0,20.0,25.0,4.0,61.0,43.0,21.0,31.0,38.0,60.0,21.0,33.0,54.0,52.0,41.0,58.0
chr5,PCDHB17_18264,PCDHB17,2411,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB18_18265,PCDHB18,3164,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB19P_18266,PCDHB19P,4624,25.0,4.0,21.0,1.0,9.0,9.0,14.0,21.0,17.0,26.0,10.0,9.0,19.0,3.0,41.0,21.0,13.0,13.0,31.0,28.0,18.0,34.0,26.0,24.0,26.0,45.0
chr5,PCDHB2_18267,PCDHB2,2728,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB3_18268,PCDHB3,3173,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB4_18269,PCDHB4,3621,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
chr5,PCDHB5_18270,PCDHB5,2905,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB6_18271,PCDHB6,3030,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB7_18272,PCDHB7,3715,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB8_18273,PCDHB8,2711,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PCDHB9_18274,PCDHB9,4219,359.0,68.0,255.0,117.0,128.0,241.0,225.0,346.0,204.0,280.0,120.0,124.0,205.0,162.0,192.0,363.0,151.0,199.0,448.0,379.0,253.0,392.0,357.0,574.0,371.0,491.0
chr5,PCDHGA1_18275,PCDHGA1,4653,1.0,0.0,0.0,10.0,0.0,28.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,57.0,0.0,99.0,70.0,122.0
chr5,PCDHGA10_18276,PCDHGA10,4734,89.0,0.0,0.0,10.0,0.0,28.0,102.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,14.0,0.0,1.0,0.0,0.0,61.0,0.0,107.0,78.0,282.0
chr5,PCDHGA11_18277,PCDHGA11,5298,6.0,0.0,0.0,10.0,0.0,28.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,125.0,69.0,118.0
chr5,PCDHGA12_18278,PCDHGA12,4813,13.0,0.0,0.0,10.0,0.0,28.0,116.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,19.0,0.0,1.0,0.0,0.0,125.0,0.0,99.0,110.0,122.0
chr5,PCDHGA2_18279,PCDHGA2,4838,0.0,0.0,0.0,10.0,0.0,28.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,13.0,13.0,0.0,1.0,0.0,0.0,61.0,0.0,99.0,71.0,119.0
chr5,PCDHGA3_18280,PCDHGA3,4671,1.0,0.0,0.0,12.0,0.0,28.0,100.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,13.0,13.0,0.0,1.0,0.0,0.0,61.0,0.0,99.0,71.0,120.0
chr5,PCDHGA4_18281,PCDHGA4,4710,0.0,0.0,0.0,10.0,0.0,37.0,99.0,41.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,99.0,89.0,118.0
chr5,PCDHGA5_18282,PCDHGA5,4623,0.0,0.0,0.0,10.0,0.0,28.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,104.0,69.0,118.0
chr5,PCDHGA6_18283,PCDHGA6,4638,0.0,0.0,0.0,10.0,0.0,28.0,100.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,13.0,13.0,0.0,1.0,0.0,0.0,57.0,4.0,99.0,69.0,120.0
chr5,PCDHGA7_18284,PCDHGA7,4902,0.0,0.0,0.0,37.0,0.0,28.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,99.0,69.0,118.0
chr5,PCDHGA8_18285,PCDHGA8,5669,0.0,0.0,0.0,11.0,0.0,28.0,100.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,13.0,13.0,0.0,1.0,0.0,0.0,57.0,0.0,100.0,71.0,118.0
chr5,PCDHGA9_18286,PCDHGA9,4668,1.0,0.0,0.0,10.0,0.0,28.0,186.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,110.0,69.0,118.0
chr5,PCDHGB1_18287,PCDHGB1,4614,0.0,0.0,0.0,10.0,0.0,28.0,106.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,99.0,69.0,118.0
chr5,PCDHGB2_18288,PCDHGB2,4617,0.0,0.0,0.0,12.0,0.0,28.0,165.0,33.0,81.0,0.0,1.0,0.0,0.0,184.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,99.0,69.0,118.0
chr5,PCDHGB3_18289,PCDHGB3,4626,0.0,0.0,0.0,10.0,0.0,29.0,99.0,85.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,99.0,69.0,118.0
chr5,PCDHGB4_18290,PCDHGB4,4593,0.0,0.0,5.0,10.0,0.0,29.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,100.0,69.0,121.0
chr5,PCDHGB5_18291,PCDHGB5,4638,29.0,0.0,0.0,10.0,0.0,29.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,126.0,72.0,171.0
chr5,PCDHGB6_18292,PCDHGB6,4644,0.0,0.0,0.0,10.0,0.0,64.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,110.0,76.0,118.0
chr5,PCDHGB7_18293,PCDHGB7,4966,0.0,0.0,0.0,10.0,0.0,32.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,36.0,0.0,1.0,0.0,0.0,54.0,0.0,99.0,104.0,118.0
chr5,PCDHGB8P_18294,PCDHGB8P,1973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr5,PCDHGC3_18295,PCDHGC3,4975,1.0,0.0,0.0,10.0,0.0,28.0,99.0,84.0,87.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,218.0,54.0,0.0,99.0,260.0,122.0
chr5,PCDHGC4_18296,PCDHGC4,4797,0.0,0.0,0.0,12.0,0.0,28.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,12.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,99.0,69.0,118.0
chr5,PCDHGC5_18297,PCDHGC5,4818,63.0,0.0,0.0,10.0,0.0,28.0,99.0,33.0,81.0,0.0,1.0,0.0,0.0,183.0,0.0,39.0,13.0,0.0,1.0,0.0,0.0,54.0,0.0,99.0,69.0,118.0
chr5,PCSK1_18298,PCSK1,5308,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
chr5,PCYOX1L_18299,PCYOX1L,2551,631.0,0.0,0.0,254.0,0.0,86.0,221.0,150.0,145.0,416.0,947.0,92.0,645.0,209.0,0.0,0.0,48.0,0.0,313.0,289.0,48.0,146.0,0.0,68.0,179.0,2.0
chr5,PDCD6_18300,PDCD6,2064,844.0,32.0,125.0,639.0,0.0,494.0,1452.0,1701.0,372.0,706.0,1497.0,1070.0,401.0,2278.0,1.0,663.0,2047.0,370.0,471.0,764.0,157.0,554.0,522.0,464.0,1212.0,1001.0
chr5,PDE4D_18301,PDE4D,11192,0.0,1045.0,0.0,33.0,0.0,42.0,212.0,26.0,320.0,20.0,0.0,360.0,67.0,68.0,0.0,0.0,1442.0,0.0,229.0,1145.0,109.0,526.0,75.0,134.0,958.0,455.0
chr5,PDE6A_18302,PDE6A,5642,770.0,139.0,706.0,231.0,438.0,679.0,631.0,689.0,538.0,726.0,386.0,468.0,463.0,345.0,376.0,755.0,398.0,539.0,880.0,919.0,537.0,834.0,889.0,1056.0,846.0,1146.0
chr5,PDE8B_18303,PDE8B,4404,0.0,0.0,3.0,10.0,0.0,40.0,0.0,0.0,0.0,11.0,2.0,0.0,8.0,0.0,1344.0,0.0,59.0,0.0,6.0,0.0,0.0,59.0,0.0,3.0,5.0,0.0
chr5,PDGFRB_18304,PDGFRB,5714,34.0,0.0,284.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,687.0,0.0,76.0,0.0,0.0,0.0,38.0,0.0,131.0,0.0,0.0,253.0,0.0,0.0,290.0,9.0
chr5,PDLIM4_18305,PDLIM4,2295,1.0,0.0,2.0,36.0,0.0,23.0,27.0,86.0,0.0,125.0,0.0,237.0,93.0,116.0,0.0,0.0,327.0,264.0,1.0,308.0,144.0,0.0,67.0,99.0,1.0,301.0
chr5,PDLIM7_18306,PDLIM7,2074,427.0,0.0,21.0,236.0,79.0,413.0,1388.0,1921.0,12.0,404.0,0.0,373.0,453.0,160.0,0.0,362.0,775.0,148.0,126.0,262.0,284.0,516.0,351.0,58.0,201.0,434.0
chr5,PDZD2_18307,PDZD2,11642,132.0,0.0,2.0,68.0,41.0,5.0,69.0,0.0,1.0,0.0,0.0,2.0,36.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
chr5,PELO_18308,PELO,2921,1.0,0.0,0.0,199.0,0.0,93.0,31.0,237.0,446.0,197.0,169.0,869.0,6.0,153.0,126.0,509.0,755.0,220.0,586.0,832.0,72.0,377.0,521.0,119.0,203.0,499.0
chr5,PFDN1_18309,PFDN1,1324,72.0,0.0,48.0,471.0,193.0,257.0,496.0,447.0,337.0,1078.0,644.0,530.0,612.0,605.0,0.0,436.0,963.0,432.0,544.0,379.0,785.0,913.0,458.0,397.0,503.0,927.0
chr5,PGGT1B_18311,PGGT1B,2727,0.0,0.0,0.0,108.0,0.0,116.0,19.0,109.0,179.0,224.0,0.0,269.0,65.0,0.0,0.0,0.0,246.0,350.0,132.0,12.0,56.0,325.0,325.0,161.0,283.0,53.0
chr5,PHAX_18312,PHAX,3641,315.0,17.0,254.0,352.0,1100.0,271.0,409.0,603.0,412.0,841.0,94.0,409.0,477.0,1930.0,73.0,254.0,1125.0,176.0,652.0,955.0,377.0,683.0,644.0,572.0,921.0,747.0
chr5,PHF15_18313,PHF15,6463,1.0,1.0,154.0,58.0,0.0,78.0,282.0,230.0,234.0,445.0,0.0,204.0,213.0,318.0,0.0,0.0,153.0,18.0,354.0,165.0,16.0,701.0,312.0,118.0,167.0,203.0
chr5,PIK3R1_18314,PIK3R1,7661,2.0,2.0,479.0,192.0,5.0,404.0,713.0,463.0,569.0,403.0,9.0,274.0,1541.0,671.0,4.0,7.0,296.0,529.0,2121.0,700.0,1164.0,1966.0,1260.0,436.0,1853.0,1467.0
chr5,PITX1_18315,PITX1,2383,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
chr5,PJA2_18316,PJA2,4869,428.0,0.0,168.0,1773.0,0.0,857.0,2062.0,1585.0,1713.0,1325.0,555.0,620.0,2983.0,1762.0,0.0,270.0,587.0,1643.0,3664.0,798.0,795.0,2499.0,1398.0,743.0,3030.0,1734.0
chr5,PKD2L2_18317,PKD2L2,2620,0.0,0.0,0.0,34.0,0.0,1.0,7.0,0.0,91.0,62.0,41.0,12.0,0.0,180.0,0.0,0.0,18.0,50.0,0.0,0.0,48.0,36.0,74.0,0.0,168.0,58.0
chr5,PLAC8L1_18318,PLAC8L1,725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
chr5,PLCXD3_18319,PLCXD3,7739,10.0,1.0,16.0,0.0,1.0,8.0,0.0,6.0,1.0,5.0,2.0,4.0,1.0,0.0,11.0,5.0,0.0,5.0,9.0,7.0,11.0,2.0,12.0,92.0,3.0,14.0
chr5,PLEKHG4B_18320,PLEKHG4B,11515,182.0,11.0,160.0,62.0,130.0,144.0,134.0,157.0,95.0,172.0,70.0,140.0,99.0,43.0,92.0,195.0,190.0,107.0,203.0,318.0,133.0,223.0,235.0,290.0,213.0,317.0
chr5,PLK2_18321,PLK2,2838,958.0,0.0,2.0,951.0,175.0,342.0,389.0,259.0,1394.0,507.0,1148.0,1509.0,919.0,2704.0,4025.0,96.0,1761.0,261.0,867.0,1273.0,204.0,1.0,2134.0,217.0,190.0,50.0
chr5,PMCHL2_18323,PMCHL2,1842,50.0,2.0,52.0,8.0,32.0,41.0,53.0,43.0,27.0,39.0,17.0,16.0,29.0,6.0,11.0,44.0,19.0,29.0,56.0,51.0,22.0,52.0,59.0,75.0,36.0,68.0
chr5,POC5_18324,POC5,2241,0.0,0.0,11.0,64.0,0.0,59.0,33.0,63.0,0.0,122.0,0.0,0.0,59.0,0.0,0.0,0.0,55.0,21.0,163.0,0.0,211.0,111.0,5.0,35.0,16.0,0.0
chr5,POLK_18325,POLK,4512,47.0,0.0,0.0,310.0,1.0,46.0,354.0,297.0,269.0,451.0,1327.0,179.0,1077.0,773.0,0.0,176.0,319.0,498.0,600.0,188.0,193.0,942.0,844.0,252.0,376.0,607.0
chr5,POLR3G_18326,POLR3G,3285,1.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
chr5,POU4F3_18327,POU4F3,1182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,POU5F2_18328,POU5F2,1295,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PP7080_18329,PP7080,1743,88.0,0.0,3.0,19.0,0.0,246.0,336.0,352.0,73.0,154.0,0.0,193.0,120.0,198.0,0.0,0.0,19.0,0.0,168.0,566.0,0.0,227.0,170.0,27.0,281.0,74.0
chr5,PPAP2A_18330,PPAP2A,1777,0.0,0.0,0.0,174.0,0.0,310.0,340.0,548.0,4.0,1.0,0.0,632.0,70.0,585.0,0.0,0.0,500.0,0.0,6.0,124.0,14.0,15.0,126.0,1.0,9.0,287.0
chr5,PPARGC1B_18331,PPARGC1B,10827,62.0,0.0,0.0,16.0,0.0,42.0,78.0,58.0,202.0,130.0,0.0,0.0,8.0,9.0,0.0,31.0,8.0,0.0,329.0,115.0,0.0,560.0,360.0,12.0,177.0,26.0
chr5,PPIC_18332,PPIC,1236,13.0,0.0,0.0,55.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,119.0,0.0,0.0,42.0,1.0,72.0,0.0,113.0,0.0,2.0,87.0,332.0,358.0
chr5,PPIP5K2_18333,PPIP5K2,6244,94.0,1036.0,6.0,492.0,0.0,334.0,1185.0,272.0,256.0,854.0,26.0,8.0,947.0,1.0,0.0,1893.0,187.0,1003.0,1001.0,280.0,655.0,1269.0,0.0,279.0,812.0,110.0
chr5,PPP1R2P3_18334,PPP1R2P3,1991,213.0,0.0,1.0,209.0,143.0,176.0,636.0,529.0,109.0,217.0,173.0,526.0,150.0,745.0,413.0,20.0,438.0,156.0,285.0,360.0,114.0,128.0,279.0,107.0,73.0,297.0
chr5,PPP2CA_18335,PPP2CA,2643,957.0,1404.0,545.0,6535.0,2829.0,6795.0,12414.0,15824.0,7961.0,8292.0,6242.0,18857.0,3752.0,23493.0,0.0,19.0,18537.0,6340.0,5950.0,8397.0,6112.0,3920.0,9530.0,2279.0,2228.0,10138.0
chr5,PPP2R2B-IT1_18336,PPP2R2B-IT1,447,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PPP2R2B_18337,PPP2R2B,3461,103.0,0.0,1.0,293.0,938.0,107.0,661.0,936.0,180.0,370.0,463.0,150.0,420.0,298.0,9.0,10.0,49.0,0.0,486.0,72.0,158.0,60.0,96.0,12.0,6.0,81.0
chr5,PPWD1_18338,PPWD1,2206,0.0,0.0,2.0,281.0,0.0,139.0,54.0,356.0,339.0,286.0,803.0,303.0,990.0,316.0,0.0,118.0,444.0,225.0,253.0,214.0,141.0,331.0,345.0,89.0,294.0,11.0
chr5,PRDM6_18339,PRDM6,3027,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,56.0,7.0,1.0,1.0,2.0
chr5,PRDM9_18340,PRDM9,3691,83.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PRELID1_18341,PRELID1,1273,1187.0,1.0,3.0,1566.0,19.0,1579.0,3065.0,3385.0,729.0,1719.0,689.0,3993.0,1207.0,2322.0,1924.0,1161.0,4103.0,1190.0,1530.0,2275.0,1015.0,793.0,2292.0,848.0,1159.0,1460.0
chr5,PRELID2_18342,PRELID2,2375,93.0,58.0,90.0,164.0,791.0,135.0,143.0,158.0,162.0,96.0,83.0,238.0,186.0,129.0,54.0,89.0,396.0,95.0,272.0,120.0,157.0,319.0,311.0,166.0,153.0,260.0
chr5,PRKAA1_18343,PRKAA1,5130,294.0,3.0,11.0,301.0,2.0,417.0,370.0,263.0,203.0,504.0,155.0,1.0,374.0,1153.0,5.0,13.0,212.0,497.0,1461.0,155.0,635.0,854.0,1394.0,99.0,395.0,192.0
chr5,PRLR_18344,PRLR,12470,0.0,0.0,220.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,196.0,36.0,0.0,55.0,0.0,0.0,59.0,101.0
chr5,PROB1_18345,PROB1,3251,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chr5,PROP1_18346,PROP1,1464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
